"state","gun_type","notes","n_killed","n_injured"
"Washington","Other",NA,0,1
"Massachusetts","Unknown",".40 caliber Glock handgun found in backyard",0,0
"North Carolina","Unknown",NA,0,0
"Idaho","Unknown",NA,0,1
"California","Unknown",NA,0,0
"Maine","Unknown",NA,0,1
"California","Unknown","traffic arrest; 2 guns; member of the Calwa Vario Loco Fresno Bulldog gang",0,0
"New Jersey","Handgun","alt address: Godwin Ave; suspect arrested with 2 handguns, rifle, pellet gun and silencer",0,1
"Virginia","Unknown",NA,0,2
"Washington","Unknown",NA,1,0
"Colorado","Unknown","Woman shot during bar fight.",0,1
"Mississippi","Unknown",NA,0,1
"Oregon","Unknown",NA,0,0
"Mississippi","Unknown",NA,1,0
"Louisiana","Unknown",NA,0,0
"Tennessee","Unknown",NA,0,1
"Kentucky","Handgun","Pulaski County, gun and drugs found after traffic stop;
37.109429, -84.654408 ;",0,0
"Missouri","Unknown","Shootout occurred during robbery.;
38.585117, -90.235340 ;",1,2
"Virginia","Unknown",NA,0,2
"Indiana","Unknown","POI sought; other adults, children in home at time of shooting;",1,0
"Illinois","Unknown","Shot as he sat in vehicle;",0,1
"Illinois","Unknown","Shoulder, stable;",0,1
"Washington","Unknown","rolling shootout",0,0
"Pennsylvania","Handgun","following up on stolen firearm incident, LEOs found drugs and guns at residence and on fleeing suspects",0,0
"North Carolina","Unknown","self inflict at gun range, unclear if AD or intentional",0,1
"Colorado","Unknown",NA,2,1
"Texas","Unknown","shot in neck, crash into lightpole",1,0
"Texas","Unknown","found in ditch, up to 3 suspects",1,0
"New Hampshire","Auto",".380 caliber Ruger LCP",0,0
"Kentucky","Unknown","man fired shots in the air while chasing person down street after fight",0,0
"Texas","Unknown","fail ar, vic shot suspect",0,1
"Texas","Handgun","20 yo sister is gun's owner",1,0
"Tennessee","Rifle",NA,0,1
"Missouri","Unknown","38.672476, -90.283434 ;",0,2
"California","Unknown","owner pistol whipped during HI",0,1
"Tennessee","22 LR","stab male vic in throat when Ruger 22 jam",0,0
"Tennessee","Unknown",NA,1,2
"Tennessee","Unknown","police officer fired shot into burglary suspect's vehicle during arrest",0,0
"Pennsylvania","AR-15","Suspect wearing body armor, died at hosp
Injured woman was injured by glass, not gunfire",5,0
"Pennsylvania","Handgun","shot in shoulder, arrest on Bennett after chase, Tec9 handgun seized",0,1
"Pennsylvania","Unknown","shot inside rowhouse",4,0
"Florida","Unknown",NA,0,0
"Alaska","Unknown","ALT: 36th and Arctic",1,0
"Florida","Unknown",NA,0,1
"Texas","Unknown",NA,0,1
"Tennessee","Unknown","one shot at convenience store",0,1
"Texas","Unknown",NA,1,0
"Ohio","Unknown","shot in stomach",0,1
"Pennsylvania","Handgun","suspect fired handgun into crowd",0,0
"Washington","Unknown",NA,1,0
"District of Columbia","Unknown","shot in back and leg, near Starbucks intersection",0,1
"Arizona","Unknown",NA,0,1
"New York","Handgun",NA,0,0
"Florida","Unknown",NA,1,0
"Alabama","Unknown",NA,1,0
"Massachusetts","Unknown",NA,0,0
"Georgia","Unknown","33.617187, -84.471506 ;",1,0
"District of Columbia","Unknown","38.829229, -76.993791 ;",1,0
"Massachusetts","Handgun",NA,0,0
"Massachusetts","Unknown","Shot in abdomen",0,1
"Pennsylvania","Unknown","2 drivers exchanged gunfire while driving on City Ave; glass door at Hilton shot",0,0
"Colorado","Unknown",NA,0,0
"Kentucky","Unknown",NA,1,0
"Arizona","Unknown","Vic inj in drive-by while sitting at bus stop",0,0
"Kentucky","Unknown","teen playing with gun pointed it at victim and pulled trigger",0,1
"Tennessee","Handgun","teens kidnapped man and drove him to his home then ransacked it, stole guns and forced his parents to drive to ATM and take money from their accounts, 2 pistols",0,0
"Texas","Unknown","clerk shot by multiple suspects in ar",0,1
"New York","Auto",NA,0,0
"Oklahoma","Unknown","NW OKC; victim shot in arm.;
address given in TV video;
35.486041, -97.618998 ;",0,1
"Ohio","Shotgun","suspect pointed shotgun at officer after earlier shooting out window of vehicle",0,0
"Wisconsin","Unknown",NA,0,1
"Arkansas","Unknown",NA,0,0
"West Virginia","Unknown",NA,0,1
"Maryland","Unknown","shot in hand, found in the 200 block of S. Hilton Street",0,1
"Illinois","Unknown","1 shell casings recovered after man on bicycle fired on car; no injury, car damaged;",0,0
"North Carolina","Unknown","Halifax Co, murder suicide",2,1
"California","Rifle",NA,1,0
"Texas","Unknown","traffic stop, chase, shootout",0,1
"Virginia","Unknown","Uptown Alley, result of altercation",0,1
"Virginia","Unknown","house party",0,2
"Maryland","Unknown","GSW upper body",1,0
"Pennsylvania","Unknown","sexual assault at gunpoint and robbery",0,0
"Virginia","Unknown",NA,0,1
"Indiana","Unknown","2 dead, 2 critical, 1 stable, in shooting outside bar, incl assailant, security guard;",2,3
"Missouri","Unknown",NA,1,0
"Pennsylvania","Unknown","police called for PFA violation, prohibited from having gun",0,0
"Pennsylvania","Unknown","Rodriguez brandished hammer during road rage incident, was shot by other driver who will not be charged;
40.984309, -75.190166 ;",0,1
"Colorado","Handgun","Suspects fired shots while under the influence.",0,0
"Connecticut","Unknown",NA,0,1
"Tennessee","Unknown","graze by stray bullet, likely from attempt ar",0,1
"Oregon","22 LR","wanted for 1/20 shooting, arrest 2/14, multiple guns seized incl 22 cal rifle",0,0
"Massachusetts","Unknown","Multiple callers reported gunfire",0,0
"Illinois","Unknown","2 sought in shots-fired incident;",0,0
"Indiana","Unknown","Woman in driver's seat shot, killed in c-store parking lot, pushed out of car; car found at 1600 Kealing; suspect sought;",1,0
"Mississippi","Unknown",NA,0,2
"Hawaii","Unknown",NA,0,0
"Massachusetts","Unknown",NA,0,0
"Pennsylvania","Handgun","drug deal turned robbery, vic shot and run over with car",1,0
"New York","Unknown","NYPD self inflict gunshot",1,0
"Maryland","Unknown","no officers injured",1,0
"California","Unknown","susp shot are firing at officers and giving chase",0,1
"Oklahoma","Unknown",NA,0,0
"Florida","Unknown",NA,0,1
"Arizona","Unknown","found in stairwell of hotel",0,1
"Arizona","Unknown",NA,1,1
"Illinois","22 LR","Woman shot 11 times, abdomen, in front of her children, 1, 4, 7, 10, 11 and 14, critical; suspect in custody;",0,1
"Illinois","Unknown","Suspect held gun to Sikh Uber driver's head, saying ""“I hate turban people”; charges being considered;",0,0
"Ohio","Unknown","shot in head",0,1
"Kansas","Unknown",NA,0,1
"Tennessee","Unknown","shot in foot",0,1
"Mississippi","Unknown","30.429938, -88.894805 ;",1,0
"New Mexico","Unknown","Presbyterian hospital on brief lockdown; hospital above address",1,0
"Connecticut","Handgun","shots fired in the Boston Avenue/East Main/Silliman Place area near Old Mill Green Library. Club Elements on East Main shut down. 4 guns found",0,0
"Florida","Unknown",NA,0,1
"Alabama","Unknown",NA,0,1
"Pennsylvania","Unknown","40.474460, -80.079040 ;",1,0
"Florida","Unknown","Suspects shooting at targets in the woods, but stray bullets were hitting houses and the victim.;
29.903555, -81.499174 ;",0,1
"Virginia","Unknown","10 hr barricade, threat family and officers, single shot fired early on, peaceful surrender",0,0
"Iowa","Unknown","Fight outside bar leads to shootout; 1 wounded, both in custody;",0,1
"New Jersey","Unknown","AD playing with handgun, 1 child crit injured, 1 injured",0,1
"Louisiana","Unknown",NA,1,1
"Ohio","Unknown",NA,1,0
"West Virginia","Unknown","off Greenbrier Dr, shots fired in municipal park",0,0
"Tennessee","Unknown","near downtown, man searching for car stolen from his south Nashville home shot teen who who got out of it",0,1
"Ohio","Unknown","husband shot wife and self in garage",2,0
"Oklahoma","Unknown","Victims shot during bar fight.;
33.895337, -95.494005 ;",0,3
"Mississippi","Unknown",NA,0,0
"Alaska","Unknown","61.216890, -149.768765 ;",0,1
"California","Unknown","female juvenile had suffered a gunshot wound to the back",0,1
"Pennsylvania","22 LR","suspect shot his GF, beat her 72 yo mother and then shot himself; 5 hr standoff with LEOs",1,1
"Indiana","Unknown","Woman invades hotel room in dispute, brandishes pistol, fires pepper spray at 3 men inside; arrested at 1632 E 600 North;",0,0
"Colorado","Unknown",NA,1,0
"Rhode Island","Unknown",NA,0,0
"Montana","Handgun","sunglasses and handgun stolen from vehicle, DATE REPORT, week of 1/25",0,0
"Montana","Handgun","handgun stolen from vehicle, week of 1/25, DATE REPORT",0,0
"North Carolina","Unknown","hi, suspect fire shots at vic when chase in car",0,0
"California","Unknown","driver kidnapped off Francisco Municipal Railway bus;
37.711932, -122.416050 ;",0,0
"Georgia","Unknown","AR, no injuries.",0,0
"Illinois","Unknown","Finger, while walking, good;",0,1
"South Carolina","Unknown",NA,0,1
"Illinois","Unknown","1 of 3 known home invaders armed w/ gun, another w/ knife;",0,0
"Michigan","Unknown","Man threatened Lyft driver, later denied having a gun, but police found it on the Lyft car floor.;
42.300320, -83.144707 ;",0,0
"Georgia","Unknown",NA,0,1
"South Carolina","Unknown","shot in leg, arrive at hosp on own",0,1
"Pennsylvania","Rifle","LEOs responding to domestic dispute call found suspect bleeding and a broken window in residence; multiple guns found at scene, 1 stolen, 1 altered",0,0
"Connecticut","Unknown",NA,0,0
"Pennsylvania","Unknown","feamle vic shot in buttocks during argument/heroin purchase",0,1
"Florida","Unknown",NA,0,0
"Wisconsin","Unknown",NA,0,0
"South Carolina","Unknown","road rage, near Oak Ridge Plaza Shopping Center",0,0
"Florida","Unknown","27.264003, -80.432050 ;",0,0
"Oklahoma","Unknown","36.107425, -97.250477 ;",0,1
"Alabama","Unknown","33.510548, -86.889344 ;",0,0
"Massachusetts","Unknown","Reported as RHA on Garfield Ave; RHA address is listed as 70 Cooledge St; incident location unclear",0,0
"Illinois","Unknown","2/2 - suspect held in this shooting, was passenger inside car 1st, related shooting;",0,0
"Illinois","Unknown","1/2 shots fired incident - 1 held in this shooting, 2nd man inside car held in 2nd, related shooting;",0,0
"Louisiana","Unknown",NA,0,2
"California","AK-47",NA,0,0
"California","Unknown",NA,0,1
"California","Unknown",NA,1,0
"California","Unknown",NA,0,2
"Arkansas","Unknown",NA,0,0
"North Carolina","Unknown",NA,0,0
"North Carolina","Unknown",NA,0,2
"Louisiana","Unknown",NA,0,0
"Louisiana","Unknown",NA,0,1
"Georgia","Unknown","Locations:
5522 New Peachtree Rd
Qucik Trip Gas 2805 Chamblee Tucker Rd
Quantum Rd - suspect killed
Sources claim differing # of victims",1,1
"Wyoming","Unknown","Sweetwater Co;
41.633366, -109.255381 ;",1,0
"Illinois","Unknown",NA,0,1
"New York","Unknown","3 in car shot by 2 assailants who approached vehicle at red light.;
40.668904, -73.801481 ;",1,2
"Florida","Unknown",NA,1,0
"Arkansas","Unknown",NA,0,3
"Washington","Handgun","threat railroad workers with handgun",0,0
"Georgia","Unknown","Armed robbery, no injuries.",0,0
"New Jersey","Unknown","died at hosp",1,0
"Texas","Unknown","vic shot in face, gun poss thrown in nearby resaca; determined to be AD/self-inf",0,1
"Maryland","Unknown","shot in shoulder, police called to 2700 block of Harlem Ave",0,1
"California","Unknown",NA,0,1
"Minnesota","Unknown","AR;
45.026755, -93.478912 ;",0,0
"Virginia","Unknown","man shot inside apartment later died",1,0
"Missouri","Unknown","Suspect fatally shot man accused of assaulting suspect's mother.",1,1
"Texas","Unknown","shot in leg, found at hosp",0,1
"California","Unknown","near Rio Linda",1,0
"North Carolina","Unknown",NA,0,2
"West Virginia","Unknown","shot in face, shoulder, car stolen",0,1
"Louisiana","Unknown",NA,0,0
"Florida","Handgun","Suspect fired shots at bldg after dispute with woman during drug sale; shots also fired at suspect's car while fleeing scene",0,0
"Louisiana","Unknown",NA,1,0
"Tennessee","Unknown","near downtown, man shot during argument in alley behind 1200 block of North Highland Ave, later died",1,0
"Maine","Unknown",NA,0,0
"Tennessee","Unknown","South Memphis, 3 men posed as women on Plenty of Fish dating app to lure then carjack/rob men several times",0,0
"Virginia","Unknown","near Maymont, man fired shots after officers got to large party that got out of control",0,0
"Maryland","Unknown","GSW body",1,0
"Maine","Unknown",NA,0,0
"Kentucky","Unknown",NA,1,0
"Florida","Unknown","Man fired into the ground near 3 teen boys, claims self-defense.;
29.673625, -82.260404 ;",0,0
"Washington","Unknown","Suspect arrested on poss. of firearm but is not believed to be the shooter, poss gang related",0,1
"Ohio","AR-15","AR-15 and bag of handguns recovered during attempted gun store robbery",0,0
"Florida","Unknown","1 suspect threated victim with a gun, the other was arrested because when the police arrived he tried to get rid of a gun he had on him.",0,0
"New York","Shotgun","illegal discharge of a firearm, killed neighbor's dog;
41.719127, -73.797510 ;",0,0
"Wyoming","Unknown","Killed self after police chase; near Pierce Ave",1,0
"Florida","Unknown",NA,0,1
"Arizona","Unknown","no ages; near 67th Avenue and Baseline Road",1,1
"West Virginia","Handgun","two fired shots at people while driving vehicle, handgun",0,0
"Ohio","Handgun","shots fired at park, loaded handgun recovered",0,0
"New Mexico","Handgun","Border Agent interrupt attempt ar, suspect with gun, knife",0,0
"Kentucky","Unknown","db, shot in home",0,1
"Florida","Unknown",NA,1,0
"Arkansas","Unknown","location of victim's house, shooting location unknown",0,1
"Florida","Unknown",NA,1,0
"Nebraska","Handgun",NA,0,0
"Alabama","Unknown",NA,0,1
"New York","Unknown","near White St",0,0
"South Carolina","Unknown",NA,0,1
"Virginia","Handgun","Lyft traffic stop, driver not charged, cash, drugs, 9mm seized;
37.175687, -77.305735 ;",0,0
"Washington","Unknown","intox subject pw and shot girlfriend, threat self, led to standoff, peaceful surrender",0,1
"California","Unknown","group of teenage boys were shooting at each other;
37.734129, -122.391111 ;",0,2
"Texas","Unknown",NA,1,0
"Nevada","Unknown",NA,0,2
"South Carolina","Auto",NA,0,1
"Colorado","Unknown",NA,0,1
"California","Unknown","man shot while confronting a car burglar",0,1
"California","Unknown",NA,1,0
"Wisconsin","Unknown","Vandals shot a local mailbox.",0,0
"Georgia","Unknown",NA,1,0
"Texas","Unknown","unclear if AD or target",0,1
"Texas","Unknown","shot in chest when answer door",1,0
"Virginia","Shotgun","teen took joy ride on baseball field after he broke into home next door to his father’s residence, sawed-off shotgun",0,0
"Massachusetts","AR-15",NA,0,0
"Iowa","Handgun","2 men fire shots into home in ongoing dispute, no injury; 2 loaded guns recovered;",0,0
"Virginia","AR-15","freshman found with assault rifles illegal based on his VISA status, PMAG rifle, AR-15 assault rifle, Bushmaster XM 15 assault rifle and .223 caliber weapon",0,0
"Ohio","Unknown","both vics initially reported being shot at above address; 27 yo later said he was shot outside an unnamed bar; both located in ER",0,2
"Indiana","Unknown","gun found in shoe in student's vehicle following social media posts of students in a park w/ guns;",0,0
"Massachusetts","Unknown",NA,0,0
"New Jersey","Unknown","vic lured out of apt and shot 3 times",1,0
"Connecticut","Unknown","Pizza delivery person robbed, hit in head;
41.220593, -73.195991 ;",0,1
"Wisconsin","Unknown",NA,0,0
"Ohio","Handgun","drugs and guns found during raid",0,0
"Florida","Unknown",NA,0,1
"California","Unknown",NA,0,1
"Illinois","Unknown","male likely target by gang",0,2
"California","Unknown","shot in arm near BART station",0,1
"Montana","Unknown","approx 40 shots fired, DATE REPORT",0,0
"Maryland","Unknown",NA,0,0
"Montana","Unknown","multiple shots report, DATE REPORT",0,0
"Michigan","Handgun","AD shot girlfriend, self while cleaning, showing how to safely handle 9mm, ALT: Hopkins St",0,2
"Georgia","Unknown","gun shot wound to right arm",0,1
"Wisconsin","Unknown","near W Wisconsin, casings found in hallway",0,0
"Oklahoma","Unknown","Suspect(s) fired shots at home.",0,0
"Texas","Unknown",NA,0,1
"Louisiana","Unknown",NA,0,1
"Louisiana","Unknown",NA,2,0
"Alabama","Unknown",NA,0,1
"Alabama","Unknown",NA,0,1
"Alabama","Unknown",NA,0,1
"Georgia","Unknown","shots fired into home",1,0
"Texas","Unknown","male and female vics, shots fired at truck",0,0
"Missouri","Unknown","Child fatally shot near junction of Hwy JJ/Co Rd 427 and Co Rd 217.",1,0
"Arkansas","Unknown","parents also arrested for poss of stolen gun",0,0
"Mississippi","Unknown",NA,0,0
"Nevada","Unknown","clerk shot outside of store by man asking for directions, he is suspected off shooting homeless; attached;
36.607802, -114.484323 ;",0,1
"Nevada","Unknown","homeless man shot while sleeping; Same suspect shot other homeless vics and store clerk 1/29/17-2/2/18; attached",0,1
"Nevada","Unknown","homeless vic, targeted; suspect believed to have shot 2 other homeless men and a store clerk; attached",1,0
"Florida","Unknown","Man fired shots from his boat. Pelican Bay / Hurricane Pass;
26.466826, -81.952042 ;",0,0
"Alabama","Handgun","33.598439, -86.676415 ;",0,0
"Georgia","Unknown",NA,1,0
"Minnesota","Unknown","Standoff ended 1:45 PM Jan 30. Suspect claimed to have a gun but none found.",0,0
"Pennsylvania","Unknown",NA,0,1
"New Jersey","Unknown","Hunterdon Co, self inflict gunshot at range, unclear if AD or intentional",1,0
"Florida","Unknown","Suspect accidentally shot himself in the foot, was later arrested on drug charges.",0,1
"New Mexico","Unknown",NA,0,0
"Kansas","Unknown","Victim shot while riding bicycle.",0,1
"Virginia","Unknown","shot in leg at school bus stop",0,1
"Ohio","Unknown",NA,0,1
"North Carolina","Unknown","near Norwalk, ALT age: 18yo",0,1
"Ohio","Unknown","shot in arm",0,1
"Pennsylvania","Unknown","mother and daughter shot in residence; likely Cosom boyfriend shot Cosom and mother",2,0
"Texas","Handgun",NA,0,0
"Arizona","Unknown","at an auto salvage yard",2,0
"Missouri","Unknown",NA,1,1
"Nevada","Unknown","bullet/pellet penetrated vic's brain",0,1
"Nebraska","Unknown","shot in shoulder",0,1
"Arizona","Unknown",NA,0,1
"Pennsylvania","Unknown","shots fired into home; resident injured by glass not gunfire",0,0
"California","Handgun","subject armed with rifle, suffering from mental health crisis; inj both her hands and her torso",0,1
"North Carolina","Unknown",NA,1,0
"Louisiana","Unknown",NA,1,0
"Mississippi","Unknown",NA,0,0
"Alabama","Unknown",NA,0,0
"Arkansas","Unknown",NA,0,0
"California","Unknown",NA,2,0
"California","Unknown",NA,0,1
"California","Unknown",NA,0,0
"Louisiana","Unknown",NA,0,1
"New York","Unknown","Landlord/tenant dispute; armed with knife;isuspect refused order to disarm, shot by LEOi",1,0
"Nevada","Unknown","Nearby school on lockdown",0,0
"Ohio","Unknown",NA,0,1
"Massachusetts","Handgun",NA,0,0
"Pennsylvania","Unknown","2 guns and drugs found during raid",0,0
"Maryland","Unknown",NA,0,2
"Missouri","Handgun","Suspect fired shots at girlfriend.",0,0
"Louisiana","Unknown",NA,0,1
"Indiana","Win","15 guns, meth, stolen motorcycles found in warrant search of suspect's home;",0,0
"Illinois","Unknown","Left leg, good;",0,1
"Florida","Unknown","Two cars driving and shooting at each other. Near Sunrise Restaurant, which was also struck.;
26.754324, -80.921271 ;",0,1
"Georgia","Unknown",NA,1,0
"Georgia","Unknown",NA,0,0
"Georgia","Unknown",NA,0,1
"Georgia","Unknown","No injuries from shots fired, but victim pistol-whipped.",0,1
"Arkansas","Unknown",NA,1,0
"Georgia","Unknown","Two men arguing shot each other and a third person who tried to stop the argument.",0,3
"Missouri","Unknown","Attempted home invasion; suspect fired shots through front door.",0,0
"Minnesota","Unknown",NA,0,2
"North Carolina","Unknown","students robbed in dorm room",0,0
"Oregon","Unknown","trespassing, banging on door, conceal gun",0,0
"Georgia","Unknown",NA,0,0
"Missouri","Unknown","Drug/gun bust; incident date unspecified.",0,0
"Illinois","Unknown","Person slightly injured in shots-fired incident; 1 suspect sought in shooting, 1 suspect weapons chgs, 2nd w/ drug chgs;",0,1
"Louisiana","Unknown",NA,0,0
"Louisiana","Unknown",NA,0,1
"Alabama","Unknown",NA,1,0
"Virginia","Unknown","man and woman shot",0,2
"Georgia","Unknown",NA,1,0
"Nebraska","Unknown",NA,0,1
"Indiana","Unknown","Shots fired in motel room, SWAT called;",0,0
"South Carolina","Unknown",NA,0,0
"Indiana","Unknown","child shot in foot, found on Main and Sample",0,1
"Colorado","Unknown","Shots fired into home.",0,0
"Colorado","Handgun","Stolen gun recovered from suspect.",0,0
"Texas","Unknown","shot husband in arm near chest",0,1
"Maryland","Unknown","shot in chest",0,1
"California","Handgun",NA,0,0
"New York","Unknown","Drug warrant search; 2 people in home fired shots at Greater Rochester Area Narcotics Enforcement Team (GRANET) LEOs who fired back",0,2
"Colorado","Unknown",NA,0,1
"Pennsylvania","Shotgun","drugs, handguns and sawed-off shotgun found during raid after traffic stop",0,0
"Nevada","Unknown",NA,1,0
"California","Unknown","PC245(a)(1) assault and battery with firearm",0,0
"Utah","Unknown","AD shot friend in eye",0,1
"New York","Handgun",NA,0,0
"Pennsylvania","Unknown","11th grade student with gun",0,0
"Texas","Unknown","Harris Co, near school/church, shot cj suspect with knife",1,0
"Tennessee","Handgun","near Lane College, man fired shot out car window at another man walking after earlier confrontation on campus, handgun",0,0
"Arkansas","Unknown",NA,0,0
"Missouri","Unknown","ALT: Estrada Ln",1,0
"California","Unknown",NA,0,1
"Wisconsin","Unknown",NA,0,0
"Washington","Rifle",NA,0,0
"Nebraska","Shotgun","Gun stolen from vehicle between 1/28 and 1/29.",0,0
"North Carolina","Unknown",NA,0,0
"California","Unknown","shot near Miano Elementary School (1129 East B Street)",0,1
"Pennsylvania","Unknown","off-duty officer shot suspect once in head during struggle after suspect attempted to run over pedestrians; 1 ped injured by vehicle",1,0
"Texas","Handgun","student with handgun at school",0,0
"District of Columbia","Unknown",NA,0,0
"Pennsylvania","Unknown","shotspotter, found in vehicle; poss gang-related",1,0
"New York","Unknown","Shot in chest in front of deli",1,0
"Texas","Shotgun","threat family with shotgun",0,0
"Maryland","Unknown",NA,0,0
"Minnesota","Unknown",NA,1,0
"Georgia","Unknown",NA,1,0
"Texas","Unknown",NA,0,1
"Michigan","Handgun",NA,0,0
"South Dakota","Unknown","intruder stab homeowner, homeowner shoots intruder",0,1
"Texas","Unknown","Husband, Travon Walker, arrested for shots fired, unclear if she was hit by his bullet",1,0
"Indiana","Handgun","cleaning Glock, AD fired shot through neighbor wall",0,0
"South Carolina","Unknown",NA,0,1
"New York","Unknown","40.594967, -73.786246 ;",0,1
"Minnesota","Unknown",NA,1,0
"Arkansas","Unknown",NA,1,0
"Illinois","Unknown","Victim originally thought she'd been hit by BB - found to be gunshot; good;",0,1
"Alabama","Unknown",NA,0,1
"Louisiana","Unknown",NA,0,1
"Arkansas","Unknown",NA,0,1
"Illinois","Unknown","Victim fired on by shooter in 2nd car, wrecks at 700 Benton; house damaged, 800 block;",0,0
"Arkansas","Unknown",NA,0,1
"New York","Unknown",NA,0,1
"Arizona","Unknown","dgu suspect was armed with knife",1,0
"Alaska","Unknown",NA,0,0
"Louisiana","Unknown",NA,1,0
"Connecticut","Unknown","shot in head",1,0
"Texas","Unknown","bike found at scene",0,1
"Ohio","Unknown","during investigation of fire in a mobile home, COD determined to be self-inflicted gun shot",1,0
"District of Columbia","Unknown","MPD’s Weekly Firearm Recoveries: January 22, 2018 to January 29, 2018",0,0
"Colorado","Unknown","Victim shot during marijuana sale.",0,1
"Mississippi","Unknown","shot by passing car",0,1
"Mississippi","Unknown",NA,1,0
"Tennessee","Unknown","unspec dv",1,0
"Maryland","Handgun",NA,0,0
"Iowa","Unknown","Man found injured near Hiatt Middle School; shell casings found at Garfield and Idaho;",0,1
"Texas","Unknown","shot in leg at apt complex",0,1
"Maryland","Handgun","OIS-attempt suicide at standoff, nearby school placed on lockdown",1,0
"Massachusetts","Unknown","Victim shot by pellet gun in face at close range, struck with gun. Suspect surrendered to LE after several hour standoff",0,1
"Nebraska","Handgun","Gun reported lost or stolen between 10/1/2017 and 1/30/2018.",0,0
"South Carolina","Unknown",NA,1,0
"Florida","Unknown","Search for an AR suspect leads to Eastside Elementary school lockdown; no shots fired.",0,0
"Florida","Unknown",NA,0,1
"Kansas","Handgun","drugs, 2 handguns",0,0
"Missouri","Unknown","both suspects arm",0,2
"Florida","Unknown",NA,0,1
"Minnesota","Unknown",NA,1,0
"Alaska","Auto","near Creamers Field Migratory Wildlife Refuge, schools lockdown, shot half sister in face with 45 cal, attempt to shoot male vic, gun jam",1,0
"Illinois","Unknown",NA,0,1
"Washington","Unknown","threat known male vic over dispute, unclear if hi",0,0
"Mississippi","Unknown",NA,0,1
"Mississippi","Unknown",NA,1,0
"Arkansas","Unknown",NA,0,1
"North Carolina","Unknown","drugs, cash, 2 guns",0,0
"Alabama","Unknown",NA,0,1
"Missouri","Handgun","near Hart St, handgun recover with drugs",0,1
"North Carolina","Unknown","homeowner shot intruder",1,0
"Alabama","Unknown",NA,0,1
"Ohio","Handgun","vic shot during robbery, pre-arranged meeting to exchange guns; Welsh stole father's .38",1,0
"Pennsylvania","Unknown","suspect fired through door at estranged wife; 9 hr standoff with police",0,0
"Florida","Unknown","staged home invasion",1,0
"North Carolina","Unknown","date reported",0,0
"North Carolina","Unknown","taken to Circle K on N Graham St",0,1
"Texas","Unknown","Memorial Villages, attempt hi",0,0
"California","Unknown","Bulldog gang member shot into dwelling occupied by children arrested 3/27",0,0
"Missouri","Unknown","Concord Place Shopping Center, near Lindbergh and Baptist Church Rd, result of argument between known group",0,1
"Nebraska","Shotgun","Suspect fatally shot father.",1,0
"Nebraska","Handgun","Victim threatened with gun.",0,0
"Alabama","Unknown",NA,1,0
"Utah","Unknown","shot in leg in vehicle",0,1
"Rhode Island","Auto","gunfire hit houses. Possess. 25cal at arrest on 02/01 in Seekonk",0,0
"Texas","Unknown",NA,1,0
"Ohio","Handgun","Suspect attempted to break into mother's house.",0,0
"Kentucky","Unknown","shots fired",0,0
"Kansas","Unknown","Shots fired during hostage situation; local schools placed on lockdown; no shots fired during standoff.",0,0
"New York","Unknown",NA,0,0
"Georgia","Unknown","33.651509, -84.570324 ;",1,1
"Illinois","Handgun","Suspect in custody after drugs, drug paraphernalia, ammunition and a loaded handgun;",0,0
"Indiana","Unknown","Delivery driver for Cheer King Star Express Chinese robbed, carjacked at gunpoint;",0,0
"Pennsylvania","Unknown","vic found at 10th St and 7th Ave; crit, damage to vehicle",0,1
"Connecticut","Unknown",NA,0,0
"California","Unknown",NA,1,1
"North Dakota","Unknown",NA,0,0
"New Hampshire","Unknown","parking lot of Texas Roadhouse;
42.954107, -71.438089 ;",0,0
"Montana","Unknown","ARREST LOCATION, manhunt led to school lockdown after stolen vehicle",0,0
"California","Handgun",NA,0,0
"New York","Unknown",NA,0,1
"Pennsylvania","Unknown","shot in arm and chest",0,1
"Washington","Handgun","officer shot in hand struggle over gun with suicidal subject, overnight 1/29-1/30",0,1
"California","Unknown","gang related",1,1
"Nebraska","Unknown","AD at gun range",0,1
"Florida","Unknown","Suspect sends victim death threat, brings gun to her building and is arrested.",0,0
"Colorado","Unknown",NA,1,0
"Colorado","Unknown",NA,1,0
"Mississippi","Unknown",NA,0,1
"Massachusetts","Handgun",NA,0,0
"Texas","Unknown","Vic was a rapper and club promoter who went by the name Monte Wayne.",1,0
"Wisconsin","Unknown","near N 4th",0,0
"Illinois","Unknown","Victim crashed into SUV, car after being shot; stable; shot during attempted gun buy; 2 of 3 suspects in custody;",0,1
"Ohio","Unknown","shots fired into house",0,0
"Tennessee","Handgun","freshman had loaded 9 mm semi-automatic pistol",0,0
"Tennessee","Handgun","junior had loaded 9 mm semi-automatic pistol in his bag",0,0
"Tennessee","Unknown","near Memphis Rise Academy, gun found, brief lockdown",0,0
"Tennessee","Unknown","near Perry Rd, expectant mother shot and killed by boyfriend in domestic situation",1,0
"Virginia","Unknown","open fire on home",0,1
"Louisiana","Unknown",NA,0,1
"New Hampshire","Unknown","AD shot self, nearby HS lockdown",0,1
"Florida","Unknown",NA,1,0
"Virginia","Handgun","handgun stolen from locked car in 24-hour gym parking lot",0,0
"Utah","Unknown","likely self inflict, behind restaurant",1,0
"California","Unknown",NA,1,0
"Indiana","Unknown","7 loaded guns found in felon's poss. during warrant search by U.S. Marshals Fugitive Task Force;",0,0
"Michigan","Shotgun","near Sherman and Peck, shot in chest, found in nearby Chicken Coop parking lot",0,1
"Pennsylvania","Unknown","arrive at hosp on own",0,1
